ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
9019,210000,1,1,2,33,3,3,3,2,3,3,53382,49972,46119,51515,40848,57623,7111,4859,8597,6149,5629,5754,0
9020,120000,2,2,2,40,2,2,2,2,2,2,32659,35944,31751,37159,30166,32566,3108,6225,4946,11704,6692,5751,0
9021,240000,2,1,2,36,3,3,3,3,3,3,74194,59480,70631,73624,70875,67642,5588,5197,5666,5109,4330,3997,0
9022,150000,2,2,2,49,0,0,1,0,1,0,15683,19228,16933,18335,12364,16626,7334,12504,11389,10148,8618,11795,0
9023,170000,1,1,2,25,3,3,3,3,3,3,144979,106835,148077,142841,136076,115765,9632,7877,15152,15804,21312,13359,0
9024,190000,1,1,2,42,3,3,3,2,3,2,138532,175861,168822,169280,179287,170763,21488,21791,13336,25244,22049,25892,1
9025,190000,1,1,1,35,2,2,2,1,1,2,52578,41282,53011,45223,51222,47053,13737,14235,17860,12320,20546,16614,1
9026,150000,1,1,1,41,1,1,1,1,2,2,60785,69356,75990,81709,73180,70150,20584,14709,27042,22873,30244,21326,0
9027,170000,2,2,1,31,1,1,1,1,1,1,67098,80863,52635,67922,69816,66209,43583,43525,25457,39250,40295,26053,0
9028,150000,2,2,1,44,1,1,2,2,1,2,81485,67518,77124,80433,69418,87598,25734,21150,24375,23669,20348,18032,0
9029,230000,1,1,1,37,1,1,1,1,2,1,21641,20758,24302,21754,21240,20525,4966,5434,7348,9077,6632,7766,0
9030,70000,2,4,2,28,2,2,2,2,2,2,37419,39510,35419,36749,37380,37270,8928,6202,6471,6355,6229,10250,1
9031,210000,1,1,2,34,1,2,2,1,2,2,109609,113749,123503,103654,116549,106689,27858,34336,43415,35338,18349,20949,0
9032,190000,1,1,1,32,1,0,1,0,1,1,23637,28660,23033,27881,25541,28231,13574,21761,12854,15549,13470,15204,0
9033,180000,1,1,2,39,1,1,0,0,1,1,62618,47617,54682,56311,58997,53734,38400,20500,15488,35097,33043,29125,0
9034,150000,2,2,2,24,3,3,3,3,3,3,101663,148785,146947,130890,104912,140815,3795,3991,7152,6133,6496,7266,0
9035,170000,2,2,1,34,0,0,0,0,0,0,81582,85642,93151,94145,99393,100758,68222,64646,75736,69878,69407,79770,0
9036,70000,2,3,2,38,1,1,2,1,1,1,19780,19348,18862,23488,21519,21670,7239,7397,7673,11359,7249,10775,0
9037,260000,2,1,1,35,1,1,1,1,1,2,150387,153412,149178,153015,154951,159149,40184,61315,61762,51894,54601,59400,0
9038,140000,2,2,1,47,2,2,2,2,2,2,26539,26116,26444,31210,30555,26427,5729,4677,5555,7202,6828,4309,0
9039,180000,1,3,2,41,1,1,2,1,1,1,127784,118373,117628,140629,91965,147951,44563,51761,40151,29430,27842,53956,1
9040,110000,1,2,1,34,3,3,3,3,3,3,68634,83960,71125,69569,75757,72093,1759,2915,1846,1999,1521,1857,0
9041,180000,2,1,1,36,1,2,2,2,2,2,22185,25791,24497,22726,23803,20677,7349,5810,7648,9018,5232,5916,0
9042,10000,2,3,2,37,3,3,3,3,3,3,511,773,729,604,543,781,5,12,6,7,6,7,0
9043,140000,2,2,2,38,3,3,3,3,3,3,79127,70809,90803,83201,98295,89467,8044,7249,9151,6970,6442,6881,0
9044,230000,2,1,2,21,3,3,3,2,3,2,164170,139701,184956,183680,165089,167121,32048,11749,14670,19883,20309,24815,0
9045,150000,1,1,2,32,0,0,-1,0,0,0,45683,49660,52218,45253,47422,52667,35788,50369,41676,33953,20396,57976,0
9046,160000,2,2,1,21,2,1,1,2,1,2,87217,83579,85864,65332,88971,72951,28682,22955,15293,18445,25079,20619,0
9047,120000,1,2,2,46,2,2,2,2,2,2,51962,47943,49743,57316,48805,49998,5709,11190,5594,11342,8238,10894,0
9048,200000,1,1,1,34,1,2,2,2,2,1,126317,162162,131612,143182,151598,131553,35373,50460,40029,43105,65767,29594,0
9049,230000,1,1,3,33,1,0,1,1,1,0,69955,71365,61781,59872,73125,82364,42633,44361,23143,31732,45245,40928,0
9050,290000,2,1,1,43,0,0,1,1,0,1,90749,84842,75373,93227,76960,77085,54246,45945,42639,63725,48274,37800,0
9051,140000,2,3,2,38,1,1,1,1,1,1,97698,86942,69581,80002,88334,78557,53354,46737,33738,44247,57007,44752,0
9052,170000,2,1,1,24,3,3,3,3,3,3,137455,129672,119959,126618,130697,144807,11278,10156,9512,11230,7307,10154,0
9053,80000,2,2,1,34,1,1,1,1,1,1,28090,27874,27284,30635,25887,23978,13835,12234,8936,13166,8548,11442,0
9054,160000,2,2,1,31,3,3,2,3,3,3,123160,111358,95258,103243,111230,91296,19683,16670,8347,9143,16200,13804,0
9055,190000,1,2,1,21,1,1,1,1,1,1,57107,47358,65482,53345,48874,56694,26494,23803,28540,26687,11843,28593,0
9056,140000,2,2,2,28,0,1,0,0,0,0,92520,113896,96188,103859,99918,109000,79935,44226,54817,74064,59730,84339,0
9057,120000,2,2,2,33,2,2,2,2,2,2,12877,14982,13179,12594,11010,12798,2103,4561,3150,3150,2888,1900,0
9058,170000,2,2,1,33,1,2,1,1,1,1,49527,43571,45221,44204,39233,39943,20900,13729,19034,17585,15235,13726,0
9059,130000,2,2,2,21,1,0,1,1,1,1,82709,90664,101765,85385,91335,94084,26662,50060,41098,35553,42718,26919,1
9060,190000,2,1,2,45,1,1,2,1,2,1,63788,59255,64164,54416,57207,60848,16698,13996,23661,21709,20574,26034,0
9061,150000,1,2,2,34,3,3,3,3,3,3,14012,15487,16607,19282,13967,13695,1059,954,892,916,872,943,0
9062,220000,2,1,2,35,0,0,0,0,0,0,77937,57005,66187,71300,62744,64914,85007,42438,39915,53253,23057,61368,0
9063,100000,1,2,1,38,2,2,2,2,2,2,27411,27963,28738,21649,26561,23325,6468,4694,6565,3483,5717,6704,1
9064,70000,2,2,1,27,2,2,2,2,2,2,45300,40977,41455,43275,34328,42574,9921,7276,6763,7884,7318,11980,0
9065,100000,2,2,2,39,2,2,2,2,2,2,37599,38058,35017,38168,36298,36606,9318,4671,8865,8252,9359,9173,0
9066,110000,1,2,2,31,1,1,2,2,2,2,62939,67625,58893,72237,68460,76935,10764,16641,18907,15431,18041,18306,0
9067,170000,2,3,2,26,2,3,2,2,2,2,31475,30107,24985,27782,28493,29529,5340,4972,2198,5778,6928,4474,1
9068,130000,2,2,1,40,3,3,3,3,3,3,25219,28694,26547,23953,26019,23022,746,846,1101,767,643,854,1
9069,220000,1,1,1,48,2,2,2,2,2,2,27064,23169,21883,21896,26258,23570,6668,5833,4352,4743,7227,5448,1
9070,120000,2,2,2,41,1,2,2,1,2,2,72363,72926,64578,66010,52586,60709,23881,23603,17373,19761,9237,19644,0
9071,120000,2,2,1,43,1,1,1,1,1,1,22275,21821,25410,23179,25854,26392,15164,9762,11151,10152,10516,10790,0
9072,230000,2,1,2,30,1,1,1,1,1,1,139234,128353,143641,143273,170282,185379,72754,53140,76677,85732,70001,144939,0
9073,60000,2,2,1,21,1,0,1,1,1,1,9390,9384,8463,8433,11439,9777,3114,5101,5149,3813,5297,5243,1
9074,200000,2,2,2,48,1,1,0,1,1,1,23114,22682,24274,22037,24786,20403,15154,7684,12650,8676,12383,8306,0
9075,150000,2,2,2,53,2,2,1,2,1,2,76618,63939,99043,76257,80602,94401,16773,15024,31325,18594,25555,31108,1
9076,150000,2,2,2,48,3,3,3,3,3,3,23496,25567,25862,23034,22811,18708,1266,1867,1796,2097,2537,1134,0
9077,230000,1,1,2,31,1,1,1,2,1,1,118472,143893,137374,144322,128616,157315,39308,53072,58143,51283,51700,69746,0
9078,190000,1,2,1,24,2,3,2,2,3,3,76170,76950,63466,77107,80970,69858,13070,8820,8980,11442,9959,11114,0
9079,150000,1,1,1,25,0,0,0,0,0,0,57997,72659,60965,52433,59483,61580,34436,52783,42564,32605,35238,44088,0
9080,120000,2,1,1,21,1,1,1,1,1,1,49722,61622,58431,55950,51364,60087,24863,33754,30471,24293,22202,27431,0
9081,80000,1,2,2,34,0,0,-1,0,0,0,14379,16907,19238,18056,17355,12167,5930,10939,12513,11741,13339,10530,0
9082,150000,1,2,1,49,2,2,3,2,2,2,30511,31630,31807,29812,27233,26748,6131,5701,5612,5801,4427,3601,1
9083,100000,2,2,2,33,2,2,2,2,2,2,17088,18865,17142,17041,17841,14711,4862,4406,5252,3465,5190,2823,0
9084,40000,2,3,2,37,0,0,1,0,0,0,15452,17141,15038,15943,16529,16981,10462,11157,11548,12098,11533,4780,0
9085,170000,2,2,2,47,3,2,3,3,3,3,85107,63144,80031,76698,79789,72253,15170,11778,11463,11315,15068,10032,0
9086,210000,1,1,2,31,3,3,3,3,3,3,105305,136928,112677,144792,100196,133884,8301,18847,12266,14895,9055,12361,0
9087,140000,1,2,1,53,2,2,2,2,2,2,40524,58332,51442,57000,46247,57232,10822,10624,11537,15653,12897,16861,1
9088,140000,1,2,2,52,1,0,1,0,0,1,74891,77741,56664,79214,83933,64881,48925,47382,38922,60842,73551,43977,0
9089,150000,2,2,1,33,1,1,0,0,0,0,75053,84552,77619,80506,83525,87243,44686,50157,53662,28369,44626,54522,0
9090,40000,2,3,1,29,1,1,1,1,1,1,23298,28689,24718,24264,24727,23459,6901,10706,4839,10411,8375,8770,0
9091,170000,2,2,3,41,2,2,3,3,2,2,40903,53574,49865,49486,41137,52305,5644,7205,5993,9175,6680,9983,0
9092,220000,1,1,1,31,1,1,1,1,1,1,137618,141690,146512,135143,161718,140893,54475,48306,77284,46856,75509,80227,0
9093,190000,2,2,1,24,1,2,2,2,2,2,35013,39274,32833,29364,32860,36039,8723,6779,10695,8296,12302,7600,0
9094,120000,1,1,2,46,1,1,1,1,2,2,57442,43115,51136,55856,55024,50853,23325,12459,15039,13216,17811,14848,0
9095,120000,1,3,2,45,3,3,3,3,3,3,31302,28619,37804,32160,30420,36688,3464,1775,2663,3035,2215,3493,1
9096,120000,2,3,2,36,3,3,3,3,3,3,42098,35091,40249,37717,42513,41145,3671,3920,5062,4717,3889,4587,0
9097,200000,1,2,1,23,3,3,3,3,3,3,22043,21187,24574,27461,24008,23971,697,689,1219,1813,651,1047,0
9098,180000,2,1,1,23,1,0,1,0,1,1,29165,29535,32791,28528,29655,30521,14642,19171,20557,16213,18671,14348,0
9099,130000,1,2,1,35,0,1,1,0,0,1,66094,60936,58049,62428,64396,65243,60939,29059,35694,39483,37266,53614,0
9100,130000,1,2,2,30,2,2,2,2,2,2,84719,66587,92883,85585,88694,78322,22085,17733,24148,17645,14899,11556,0
9101,170000,2,1,1,31,2,2,2,2,3,3,90164,103050,106663,84998,89292,101555,17214,18300,13006,12331,18723,18353,0
9102,160000,1,1,1,44,1,1,1,1,1,2,84549,82925,78915,101993,104493,90459,28123,39837,21034,34389,50550,37247,0
9103,150000,1,1,2,41,2,2,2,3,2,2,36903,49360,47439,44641,40780,45876,7269,9449,7549,9463,6013,10745,0
9104,120000,2,2,2,47,3,3,3,3,3,3,39096,44331,46352,37444,43726,41871,6507,5248,4839,4515,3864,5459,0
9105,160000,1,2,1,26,2,2,2,2,2,3,69351,93519,92773,97136,97838,80822,10232,8119,15165,13905,21398,13003,0
9106,50000,2,3,1,31,1,1,1,1,1,1,7461,9822,8869,10941,8059,8165,4194,4604,3500,5777,2962,2796,0
9107,220000,2,1,1,41,3,2,2,3,3,3,122433,98195,100624,113448,96403,124023,15637,17852,17306,19504,16330,21122,0
9108,190000,2,1,1,39,1,1,1,1,1,1,83514,87316,80336,85230,83450,90270,50622,32009,36966,53702,37540,48514,0
9109,220000,1,1,1,48,1,1,1,2,1,2,81715,68385,84109,77113,77733,74304,25204,18032,23821,18662,16067,21615,0
9110,120000,2,3,1,38,3,3,3,3,3,3,76647,66728,65378,65710,72373,60935,6023,5345,7339,4799,7235,5048,0
9111,140000,2,2,2,51,1,1,1,2,1,1,67826,67190,74954,64795,73934,64145,21659,19451,27327,30208,32674,15640,0
9112,140000,1,3,1,39,0,0,0,0,0,0,52061,58245,63693,64548,56941,59070,36772,41981,51463,40515,45685,52449,0
9113,140000,1,3,2,44,3,3,3,3,3,3,67194,69355,57840,75277,77110,73216,3371,6902,5205,4730,5508,5313,1
9114,140000,2,1,1,32,1,1,1,1,1,1,61627,56348,53946,50317,60061,46709,17397,28561,22634,16147,19774,16490,0
9115,160000,2,1,2,35,1,1,1,1,1,1,28530,27874,29841,27062,27711,24984,17754,15991,8656,10824,12824,10985,0
9116,180000,2,1,1,43,2,1,1,1,1,2,50913,41497,56194,48373,47485,49042,15819,15847,22474,20344,9258,15956,1
9117,240000,1,1,2,49,2,2,2,2,2,2,94575,95716,93318,82260,108694,97996,17399,23070,18924,22647,26846,23127,0
9118,200000,2,2,2,41,3,3,3,3,3,3,67891,60449,47874,47118,45731,42976,5462,4761,3308,3953,3812,3228,0
9119,150000,1,2,1,34,0,0,0,1,1,0,53280,59078,50598,47524,66249,50035,38307,41626,32050,29619,38360,25664,0
9120,210000,2,2,2,47,0,0,0,0,0,1,32014,31183,31060,26181,32406,29465,29697,23220,16278,17268,16153,23847,0
9121,170000,1,1,1,21,1,2,2,1,1,1,83197,76015,76219,70461,68619,67896,29315,24167,33591,12215,20837,23802,0
9122,250000,2,1,2,22,3,3,3,3,3,3,29739,33538,34944,26574,34811,26281,2154,3312,2673,1658,2822,2600,0
9123,180000,1,2,2,41,3,3,3,3,3,3,72091,61877,84068,66582,60529,75817,4985,2401,5135,3817,3614,3783,0
9124,200000,2,1,1,35,3,3,3,3,3,3,36304,39158,37100,37922,40459,37668,3548,4182,4185,3160,3242,2754,1
9125,170000,2,2,1,40,3,3,2,3,3,3,25789,36362,32575,39513,33338,33374,2536,3504,3995,2853,5539,4886,1
9126,240000,1,1,2,35,1,1,1,1,1,1,102780,115806,109039,102732,106308,94601,50469,36803,51917,47126,65876,32481,0
9127,180000,1,1,2,40,1,1,1,1,1,1,70320,69319,72629,64524,58733,81279,26168,25526,36789,25685,17447,19970,0
9128,110000,2,2,1,27,2,2,2,2,2,2,76463,72764,66043,67874,69600,69909,14357,14215,16904,17939,13547,16344,1
9129,170000,1,2,2,40,1,2,2,2,2,2,107453,97885,124605,105584,103554,83378,31594,19384,34190,37191,26640,21267,0
9130,190000,2,1,2,43,0,0,1,0,1,1,12225,15580,17250,16894,16335,16048,6784,8257,10012,8450,7553,9067,0
9131,150000,1,2,1,45,1,2,1,2,1,2,36189,35538,31632,35899,31060,33832,11159,8400,5324,9482,10108,8176,0
9132,260000,2,1,2,53,2,2,1,2,2,1,75280,85968,97791,96797,80038,89033,20774,21217,25987,25518,21759,23456,0
9133,160000,1,1,1,37,2,2,2,2,2,2,8636,7814,8576,8179,9242,11267,1986,1775,1616,2137,2183,1943,0
9134,180000,2,2,1,37,3,3,3,3,3,3,13105,10956,12930,12740,9838,12074,1078,640,915,979,736,838,0
9135,150000,1,2,1,21,1,1,1,1,1,1,83184,68737,62259,74392,64839,71583,34666,30104,21527,44908,33748,31513,0
9136,150000,2,1,1,30,2,2,2,2,1,2,67628,64528,58081,53946,60906,58235,24694,18503,16845,16480,12681,17232,0
9137,140000,1,1,2,33,3,3,3,3,3,3,47725,46334,58330,50036,36872,46338,3137,3820,5433,5345,2348,4899,0
9138,50000,2,2,1,44,3,3,2,2,3,2,15773,12222,16125,13701,13490,14459,2522,1790,2689,2975,1863,1490,0
9139,170000,1,1,2,29,3,2,2,2,2,2,75641,63906,73048,80532,74530,56963,18125,15101,11213,17432,15781,8936,0
9140,50000,1,3,1,42,2,2,2,2,2,2,17163,18045,21447,15956,16758,17259,4012,2196,3752,5134,4347,4114,0
9141,190000,2,1,1,34,-1,0,0,0,0,0,47618,48091,44636,51200,51108,51587,43817,55567,40384,48134,63672,40216,0
9142,200000,1,1,1,33,3,2,3,3,3,2,68714,78059,67354,55999,66239,74961,11554,9509,6067,7801,10210,12717,0
9143,30000,2,3,2,37,0,0,1,1,1,0,13672,13912,13173,14357,12960,13750,7560,8074,10075,6370,9388,7239,0
9144,60000,2,2,1,31,1,0,0,0,1,1,35943,28172,37431,35457,34113,38109,12098,24407,14972,21886,18298,21574,0
9145,210000,2,1,2,31,1,1,1,1,1,1,170571,153760,152201,151223,132298,180498,80915,51450,72471,66387,81400,97308,0
9146,120000,1,2,2,21,2,2,2,2,2,2,20735,19369,22516,22747,23602,22643,5883,5151,3545,6194,5790,7059,0
9147,160000,2,1,2,32,2,1,2,2,2,2,85882,74918,87751,80212,74596,97963,24546,20527,21739,26128,19388,25952,0
9148,130000,1,2,1,30,1,1,1,1,1,1,72767,74932,67533,65306,76552,72730,42209,32547,27969,31949,32703,39873,0
9149,210000,2,1,2,30,3,3,3,3,3,3,33831,27897,29437,31184,27292,29988,3859,3744,3141,3665,3613,3464,0
9150,130000,1,3,1,38,2,1,1,1,1,2,84099,69449,74862,69740,93200,92926,34827,26856,21127,23715,14422,21871,1
9151,140000,1,2,1,40,3,2,3,3,3,3,98646,78195,102841,108730,108222,109740,15356,11400,17223,13092,15476,15266,1
9152,150000,1,2,2,37,0,0,0,1,0,0,46627,45128,44115,34127,41546,42385,34042,39932,26111,33418,30700,27843,0
9153,180000,2,2,1,43,1,1,1,1,2,2,38081,32811,34140,34664,35641,38015,12775,9570,13466,10784,12364,19140,0
9154,230000,2,1,2,40,1,1,1,1,1,2,11751,12761,11094,11585,12843,10211,3550,3368,2995,4484,4253,3253,0
9155,140000,1,3,1,32,1,2,1,2,2,1,21288,22977,28157,25895,22478,23438,6527,5481,8709,10902,7004,6949,0
9156,140000,2,1,1,30,1,1,1,1,1,1,37999,32980,41232,33356,30190,32287,16820,17295,19538,17343,10810,14029,0
9157,80000,1,1,2,37,1,1,1,1,1,1,15877,12576,17071,18334,18356,17645,5381,4909,6513,7692,7319,5178,0
9158,110000,2,2,1,40,2,2,2,2,2,2,11239,13863,14677,11584,15895,15658,3238,5449,5034,4467,4799,7809,1
9159,140000,2,4,2,47,2,2,3,2,3,2,10652,12575,10643,12727,12725,11764,2012,1871,1974,1987,2461,1415,1
9160,200000,2,1,2,45,2,2,2,2,2,2,134441,115675,124558,129417,138629,114431,30143,27267,36922,43813,29912,27724,0
9161,140000,1,3,2,30,0,0,0,0,0,1,32395,25004,35281,36129,29388,27515,20925,23745,29660,24462,16367,10937,0
9162,90000,2,2,2,34,1,0,1,0,0,0,16016,15969,16279,19010,18644,14764,8226,10509,11841,8852,8222,5553,0
9163,60000,2,3,1,41,0,0,0,0,1,0,14234,15453,14225,14666,14519,10109,9931,10353,8546,10404,9858,7758,0
9164,160000,1,2,1,44,1,1,2,2,2,1,73037,76493,82090,78604,68399,81875,26236,23125,31963,32432,26253,31064,1
9165,200000,1,1,1,43,2,2,2,3,2,2,61524,66324,65103,60855,62873,67532,10695,14632,9826,8545,9198,14383,0
9166,100000,2,3,2,34,2,3,3,3,2,2,18230,18726,18565,16301,16089,15457,3222,1542,3558,3052,1868,2645,0
9167,180000,2,1,1,23,2,3,2,3,3,3,59736,58650,72359,63652,50146,53173,9154,6229,8581,6577,7123,5144,0
9168,130000,2,2,1,26,1,0,0,-1,1,0,63200,67625,56780,59979,60348,62612,47829,59870,45315,56294,31075,39965,0
9169,160000,1,3,2,37,1,1,1,1,1,1,77400,73033,74206,75252,79867,65550,48581,31322,25062,30162,33940,30408,1
9170,90000,1,3,1,38,2,2,2,2,2,2,25591,20204,20738,20776,20511,19238,4589,4724,4977,3730,3770,2843,0
9171,180000,2,2,1,25,-1,0,-1,-1,0,0,60257,57261,61367,52949,52708,62113,58344,53552,61804,30591,42596,59974,0
9172,190000,2,1,2,35,2,2,1,2,2,1,51468,59811,56320,52901,59225,64078,20134,16840,13227,16062,14196,15295,0
9173,190000,2,2,1,40,1,1,1,1,1,1,32268,33670,38386,31159,35014,33380,13437,9916,10888,9031,12028,16961,0
9174,130000,2,2,2,24,1,1,1,0,1,1,109718,114380,114918,96821,115606,101416,59210,87538,70077,61168,52164,43987,0
9175,90000,2,3,1,44,1,1,2,2,1,2,23779,26367,28354,27948,28604,23192,10862,14248,10824,13862,12269,7755,0
9176,190000,1,1,2,31,1,1,2,2,1,2,48222,44415,45193,44111,40504,40490,14105,13222,18746,13156,7281,14701,1
9177,180000,1,2,1,46,0,0,1,0,1,0,106154,99931,108804,132537,125086,123915,60153,56783,47947,91407,63123,92810,0
9178,130000,2,1,2,30,1,1,1,1,1,1,65191,57695,68405,63113,61184,61512,13523,23393,40150,28447,23686,23486,0
9179,120000,1,2,1,25,1,1,1,1,1,1,66455,69427,68827,72685,48601,63529,19167,34743,28083,44326,15666,23683,0
9180,220000,2,1,2,30,2,2,2,2,2,2,22561,25764,23819,28108,27971,24925,6456,7586,6733,8882,6117,8521,0
9181,190000,2,1,1,34,2,2,2,2,2,1,80846,99034,71213,91881,89175,90740,20351,34484,20536,20303,27784,29262,1
9182,110000,2,2,2,31,1,1,1,2,1,1,64037,53048,54315,57109,56906,63437,22458,18132,19598,18881,22481,21201,0
9183,140000,1,2,1,33,3,2,3,3,2,3,77806,71966,76625,81561,67949,71459,9841,8813,13466,10025,8950,13313,1
9184,170000,2,2,2,38,1,1,1,1,1,2,65943,53676,67516,59769,53833,59194,33534,24852,29841,19622,32622,26732,0
9185,140000,2,3,1,33,3,3,3,3,3,3,52049,45003,56528,54365,40625,48353,1012,1215,1378,1281,898,1273,0
9186,150000,2,1,2,34,2,2,2,2,1,2,37250,36550,33012,29511,32366,36277,12521,8885,6640,12001,9981,9632,0
9187,250000,1,1,2,21,1,2,1,1,1,1,75071,76442,80544,77195,80966,74581,43677,35992,27036,32087,31218,14931,0
9188,170000,2,1,1,38,2,1,2,2,2,2,129162,112468,105511,92090,107626,122772,38886,34013,25633,25136,34348,36132,0
9189,140000,2,2,2,34,2,1,1,2,1,2,114340,101545,140722,116592,112324,108091,41532,31804,28061,32249,24923,37463,1
9190,110000,1,2,2,49,3,3,3,3,3,3,57788,47480,54812,52697,53090,46691,6489,6361,5557,5405,5768,4113,0
9191,150000,1,2,2,26,2,2,3,2,3,3,37343,41371,40417,35638,37289,39101,4737,5879,4051,3982,3105,4856,0
9192,120000,2,2,2,21,3,3,3,3,3,3,64276,71722,77165,78187,84962,81811,6348,6433,5361,7004,7937,8159,0
9193,120000,1,2,1,40,2,2,2,2,2,2,41483,45624,47477,41503,39061,47450,10232,13184,10855,9186,6990,8681,0
9194,160000,1,2,2,38,3,2,2,2,2,2,70126,61278,61063,73595,68338,73070,19460,9705,15548,12334,17135,17976,0
9195,130000,1,2,2,25,1,2,2,2,1,2,59140,68206,75433,66330,70898,65754,17734,16192,21769,23075,8047,19302,1
9196,60000,2,3,2,21,3,3,2,2,2,2,43994,32970,36016,48928,38949,42169,7458,5183,7134,12310,5063,9263,0
9197,180000,1,1,2,48,2,1,1,1,1,1,70653,77449,79220,80792,64053,75194,14146,29519,32093,17304,18125,24475,0
9198,220000,1,1,1,47,-1,0,0,0,0,0,29443,34545,36930,40820,30675,38111,27153,24695,20942,31987,23188,36365,0
9199,80000,1,2,1,21,1,2,1,1,1,1,45681,49446,42712,48194,39700,38234,13726,17499,14293,14032,10132,14229,0
9200,150000,2,2,2,30,1,2,1,1,1,1,34382,33634,33226,38950,33622,32867,12980,10111,12939,9876,13097,14484,0
9201,110000,2,2,1,49,1,1,1,1,2,1,46379,63571,67465,59885,71476,57227,19764,29679,27776,35893,24732,28993,0
9202,160000,2,2,1,30,3,3,3,3,3,3,36811,34020,41306,36380,35978,39350,1620,1348,1821,862,928,1405,0
9203,240000,2,1,1,30,0,0,1,0,0,0,59062,61537,49244,59371,58118,63485,50028,38951,33834,35165,30752,40462,0
9204,160000,2,1,2,32,3,3,3,3,3,3,68499,74889,68906,59042,72714,66019,4743,8209,8049,8313,7881,10099,0
9205,100000,2,2,2,24,2,2,3,2,2,2,22190,21559,20243,23666,19045,24145,4774,3590,3239,5126,3697,5725,0
9206,160000,2,3,1,21,2,3,2,2,2,2,66036,55182,66962,69812,65821,58627,12928,10259,14317,12515,11643,11942,0
9207,180000,1,2,1,44,0,0,1,0,0,1,80879,84350,88563,100503,82444,80812,53673,74904,60208,81457,56743,52403,0
9208,120000,2,2,1,21,1,1,1,1,1,1,36730,37922,28507,30734,31876,37975,12871,15134,13604,8898,12387,12496,0
9209,190000,1,1,1,37,0,0,1,0,0,0,40807,37925,40265,39831,41181,40380,24787,29385,35352,32466,36959,35790,1
9210,100000,2,2,1,42,1,0,0,1,0,0,33758,28668,28599,27163,26040,28122,22818,15739,19249,6859,14879,16527,0
9211,50000,2,2,1,21,2,3,2,3,3,3,26560,31148,26835,31410,27030,24549,4611,3988,2447,5696,4747,3387,0
9212,190000,2,1,1,26,3,3,3,3,3,3,118548,100193,119671,96721,127632,103565,18405,9640,16312,9769,8457,10039,0
9213,180000,2,1,1,45,1,1,1,1,1,1,66605,65132,64743,62688,68843,66885,25505,28678,27330,21652,25966,23860,0
9214,170000,2,2,1,39,3,3,3,3,3,3,42216,39824,34279,31676,37809,44638,3719,4677,2608,2718,4390,5136,0
9215,190000,2,1,1,29,1,1,1,1,1,1,11058,11936,9115,12316,13552,9068,4142,4088,2798,3132,5526,4043,0
9216,180000,2,1,2,45,0,1,1,1,1,1,53941,59371,66148,55773,63621,48689,22601,32818,32757,25150,28256,24213,0
9217,130000,1,2,1,45,2,1,1,1,2,1,5669,6210,6317,5837,5924,5215,1926,1781,1888,1802,1860,2041,0
9218,80000,1,2,2,37,3,3,3,3,3,3,35298,27110,35695,37260,35331,34185,5717,3322,4187,5406,5216,4472,1
9219,140000,1,1,1,26,2,3,3,3,2,3,1571,1644,1723,1687,1418,1496,178,303,226,237,109,188,0
9220,100000,1,2,2,31,1,1,1,1,1,1,37697,42024,34736,43761,42651,41668,14000,17143,16881,9618,22618,26258,0
9221,120000,2,3,1,37,1,1,2,1,2,1,30398,32244,31845,34173,28521,32549,9521,12135,14441,19306,12049,17326,0
9222,110000,2,3,2,33,0,0,0,0,0,1,57095,64102,66816,66963,53853,48894,29085,53988,48819,43133,30098,38105,0
9223,160000,1,2,2,43,1,1,1,1,1,1,114716,119613,101796,101159,116658,133384,31323,61945,39820,26883,46128,53813,0
9224,250000,1,1,1,21,1,2,2,1,2,2,109287,105382,127536,112555,88722,107467,23786,25716,37146,37545,19485,34780,0
9225,200000,2,1,1,21,1,1,1,1,1,1,50625,43355,44034,45303,42914,46670,28872,31202,26162,19683,24241,15564,0
9226,200000,2,1,1,36,2,1,2,2,1,2,41869,51299,46989,44475,45702,47305,12368,12580,8570,13762,11805,13442,0
9227,120000,2,2,1,30,2,1,1,1,1,1,40883,54119,45014,49090,49895,52684,15429,16876,18585,15592,14377,9680,0
9228,180000,2,1,1,29,3,3,3,3,3,3,87049,104813,91227,90341,101530,84050,13876,11270,9586,9295,12432,6847,0
9229,100000,2,2,2,21,3,3,3,3,3,3,29169,32132,33827,29410,30085,30771,3926,2983,5729,4155,4225,4070,0
9230,140000,1,3,2,35,1,1,1,1,1,2,40389,40860,47747,50082,35954,46575,16945,13401,16647,15365,14155,13640,0
9231,110000,1,3,1,34,3,3,3,3,3,3,32990,31482,36619,30044,28916,31211,1702,1604,2372,2433,1905,1993,0
9232,90000,2,3,2,40,1,1,1,1,2,1,13306,10117,11261,13312,11731,10514,7516,4891,4338,3844,4364,5244,0
9233,180000,1,1,3,35,1,1,1,1,1,1,96885,122021,114430,99884,82382,110394,55581,40831,68089,34132,42440,65010,0
9234,140000,1,3,1,33,3,2,2,3,2,2,72389,51017,61722,72941,57246,75015,13290,3448,7306,9731,8307,6739,0
